cat,template,type
Range Query,I'm searching for a REGION on LINE. Can you help?,0
Range Query,I'm searching for a REGION on REGION. Can you help?,0
Range Query,I'm visiting the area and would like to explore the LINE on LINE.,0
Range Query,I'm visiting the area and would like to explore the LINE on REGION.,0
Range Query,I'm visiting the area and would like to explore the POINT on LINE.,0
Range Query,I'm visiting the area and would like to explore the POINT on REGION.,0
Range Query,I'm visiting the area and would like to explore the REGION on LINE.,0
Range Query,I'm visiting the area and would like to explore the REGION on REGION.,0
Range Query,I'm visiting the area and would like to know the LINE on LINE. Can you suggest any?,0
Range Query,I'm visiting the area and would like to know the LINE on LINE. Do you have any suggestions?,0
Range Query,I'm visiting the area and would like to know the LINE on REGION. Can you suggest any?,0
Range Query,I'm visiting the area and would like to know the LINE on REGION. Do you have any suggestions?,0
Range Query,I'm visiting the area and would like to know the POINT on LINE. Can you suggest any?,0
Range Query,I'm visiting the area and would like to know the POINT on LINE. Do you have any suggestions?,0
Range Query,I'm visiting the area and would like to know the POINT on REGION. Can you suggest any?,0
Range Query,I'm visiting the area and would like to know the POINT on REGION. Do you have any suggestions?,0
Range Query,I'm visiting the area and would like to know the REGION on LINE. Can you suggest any?,0
Range Query,I'm visiting the area and would like to know the REGION on LINE. Do you have any suggestions?,0
Range Query,I'm visiting the area and would like to know the REGION on REGION. Can you suggest any?,0
Range Query,I'm visiting the area and would like to know the REGION on REGION. Do you have any suggestions?,0
Range Query,Inquire about lines in LINE located within X kilometers of LINE.,0
Range Query,Inquire about lines in LINE located within X kilometers of POINT.,0
Range Query,Inquire about lines in LINE located within X kilometers of REGION.,0
Range Query,Inquire about points in POINT located within X kilometers of LINE.,0
Range Query,Inquire about points in POINT located within X kilometers of POINT.,0
Range Query,Inquire about points in POINT located within X kilometers of REGION.,0
Range Query,Inquire about regions in REGION located within X kilometers of LINE.,0
Range Query,Inquire about regions in REGION located within X kilometers of POINT.,0
Range Query,Inquire about regions in REGION located within X kilometers of REGION.,0
Range Query,List all LINE existing within a X-kilometer range of this LINE.,0
Range Query,List all LINE existing within a X-kilometer range of this POINT.,0
Range Query,List all LINE existing within a X-kilometer range of this REGION.,0
Range Query,List all LINE positioned within a X-kilometer radius of this LINE.,0
Range Query,List all LINE positioned within a X-kilometer radius of this POINT.,0
Range Query,List all LINE positioned within a X-kilometer radius of this REGION.,0
Range Query,List all LINE positioned within a X-kilometer range of this LINE.,0
Range Query,List all LINE positioned within a X-kilometer range of this POINT.,0
Range Query,List all LINE positioned within a X-kilometer range of this REGION.,0
Range Query,List all lines in LINE that are within X kilometers from LINE.,0
Range Query,List all lines in LINE that are within X kilometers from POINT.,0
Range Query,List all lines in LINE that are within X kilometers from REGION.,0
Range Query,List all POINT existing within a X-kilometer range of this LINE.,0
Range Query,List all POINT existing within a X-kilometer range of this POINT.,0
Range Query,List all POINT existing within a X-kilometer range of this REGION.,0
Range Query,List all POINT positioned within a X-kilometer radius of this LINE.,0
Range Query,List all POINT positioned within a X-kilometer radius of this POINT.,0
Range Query,List all POINT positioned within a X-kilometer radius of this REGION.,0
Range Query,List all POINT positioned within a X-kilometer range of this LINE.,0
Range Query,List all POINT positioned within a X-kilometer range of this POINT.,0
Range Query,List all POINT positioned within a X-kilometer range of this REGION.,0
Range Query,List all points in POINT that are within X kilometers from LINE.,0
Range Query,List all points in POINT that are within X kilometers from POINT.,0
Range Query,List all points in POINT that are within X kilometers from REGION.,0
Range Query,List all REGION existing within a X-kilometer range of this LINE.,0
Range Query,List all REGION existing within a X-kilometer range of this POINT.,0
Range Query,List all REGION existing within a X-kilometer range of this REGION.,0
Range Query,List all REGION positioned within a X-kilometer radius of this LINE.,0
Range Query,List all REGION positioned within a X-kilometer radius of this POINT.,0
Range Query,List all REGION positioned within a X-kilometer radius of this REGION.,0
Range Query,List all REGION positioned within a X-kilometer range of this LINE.,0
Range Query,List all REGION positioned within a X-kilometer range of this POINT.,0
Range Query,List all REGION positioned within a X-kilometer range of this REGION.,0
Range Query,List all regions in REGION that are within X kilometers from LINE.,0
Range Query,List all regions in REGION that are within X kilometers from POINT.,0
Range Query,List all regions in REGION that are within X kilometers from REGION.,0
Range Query,List all the LINE on LINE.,0
Range Query,List all the LINE on REGION.,0
Range Query,List all the POINT on LINE.,0
Range Query,List all the POINT on REGION.,0
Range Query,List all the REGION on LINE.,0
Range Query,List all the REGION on REGION.,0
Range Query,List the LINE on LINE.,0
Range Query,List the LINE on REGION.,0
Range Query,List the POINT on LINE.,0
Range Query,List the POINT on REGION.,0
Range Query,List the REGION on LINE.,0
Range Query,List the REGION on REGION.,0
Range Query,Locate all LINE existing within a X-mile radius of LINE.,0
Range Query,Locate all LINE existing within a X-mile radius of POINT.,0
Range Query,Locate all LINE existing within a X-mile radius of REGION.,0
Range Query,Locate all LINE existing within a X-mile range of LINE.,0
Range Query,Locate all LINE existing within a X-mile range of POINT.,0
Range Query,Locate all LINE existing within a X-mile range of REGION.,0
Range Query,Locate all POINT existing within a X-mile radius of LINE.,0
Range Query,Locate all POINT existing within a X-mile radius of POINT.,0
Range Query,Locate all POINT existing within a X-mile radius of REGION.,0
Range Query,Locate all POINT existing within a X-mile range of LINE.,0
Range Query,Locate all POINT existing within a X-mile range of POINT.,0
Range Query,Locate all POINT existing within a X-mile range of REGION.,0
Range Query,Locate all REGION existing within a X-mile radius of LINE.,0
Range Query,Locate all REGION existing within a X-mile radius of POINT.,0
Range Query,Locate all REGION existing within a X-mile radius of REGION.,0
Range Query,Locate all REGION existing within a X-mile range of LINE.,0
Range Query,Locate all REGION existing within a X-mile range of POINT.,0
Range Query,Locate all REGION existing within a X-mile range of REGION.,0
Range Query,Log all lines in LINE near LINE within X km distance.,0
Range Query,Log all lines in LINE near POINT within X km distance.,0
Range Query,Log all lines in LINE near REGION within X km distance.,0
Range Query,Log all points in POINT near LINE within X km distance.,0
Range Query,Log all points in POINT near POINT within X km distance.,0
Range Query,Log all points in POINT near REGION within X km distance.,0
Range Query,Log all regions in REGION near LINE within X km distance.,0
Range Query,Log all regions in REGION near POINT within X km distance.,0
Range Query,Log all regions in REGION near REGION within X km distance.,0
Range Query,Look up all lines within a X km distance from LINE in LINE.,1
Range Query,Look up all lines within a X km distance from POINT in LINE.,1
Range Query,Look up all lines within a X km distance from REGION in LINE.,1
Range Query,Look up all points within a X km distance from LINE in POINT.,1
Range Query,Look up all points within a X km distance from POINT in POINT.,1
Range Query,Look up all points within a X km distance from REGION in POINT.,1
Range Query,Look up all regions within a X km distance from LINE in REGION.,1
Range Query,Look up all regions within a X km distance from POINT in REGION.,1
Range Query,Look up all regions within a X km distance from REGION in REGION.,1
Range Query,Mark lines in LINE close to LINE within a X km range.,0
Range Query,Mark lines in LINE close to POINT within a X km range.,0
Range Query,Mark lines in LINE close to REGION within a X km range.,0
Range Query,Mark points in POINT close to LINE within a X km range.,0
Range Query,Mark points in POINT close to POINT within a X km range.,0
Range Query,Mark points in POINT close to REGION within a X km range.,0
Range Query,Mark regions in REGION close to LINE within a X km range.,0
Range Query,Mark regions in REGION close to POINT within a X km range.,0
Range Query,Mark regions in REGION close to REGION within a X km range.,0
Range Query,Note all lines in LINE near LINE within X km distance.,0
Range Query,Note all lines in LINE near POINT within X km distance.,0
Range Query,Note all lines in LINE near REGION within X km distance.,0
Range Query,Note all points in POINT near LINE within X km distance.,0
Range Query,Note all points in POINT near POINT within X km distance.,0
Range Query,Note all points in POINT near REGION within X km distance.,0
Range Query,Note all regions in REGION near LINE within X km distance.,0
Range Query,Note all regions in REGION near POINT within X km distance.,0
Range Query,Note all regions in REGION near REGION within X km distance.,0
Range Query,Note lines within a X km radius of LINE in LINE.,1
Range Query,Note lines within a X km radius of POINT in LINE.,1
Range Query,Note lines within a X km radius of REGION in LINE.,1
Range Query,Note points within a X km radius of LINE in POINT.,1
Range Query,Note points within a X km radius of POINT in POINT.,1
Range Query,Note points within a X km radius of REGION in POINT.,1
Range Query,Note regions within a X km radius of LINE in REGION.,1
Range Query,Note regions within a X km radius of POINT in REGION.,1
Range Query,Note regions within a X km radius of REGION in REGION.,1
Range Query,Notify me of all lines in LINE that are X km or less from LINE.,0
Range Query,Notify me of all lines in LINE that are X km or less from POINT.,0
Range Query,Notify me of all lines in LINE that are X km or less from REGION.,0
Range Query,Notify me of all points in POINT that are X km or less from LINE.,0
Range Query,Notify me of all points in POINT that are X km or less from POINT.,0
Range Query,Notify me of all points in POINT that are X km or less from REGION.,0
Range Query,Notify me of all regions in REGION that are X km or less from LINE.,0
Range Query,Notify me of all regions in REGION that are X km or less from POINT.,0
Range Query,Notify me of all regions in REGION that are X km or less from REGION.,0
Range Query,Pinpoint all LINE existing within a X-mile radius of LINE.,0
Range Query,Pinpoint all LINE existing within a X-mile radius of POINT.,0
Range Query,Pinpoint all LINE existing within a X-mile radius of REGION.,0
Range Query,Pinpoint all POINT existing within a X-mile radius of LINE.,0
Range Query,Pinpoint all POINT existing within a X-mile radius of POINT.,0
Range Query,Pinpoint all POINT existing within a X-mile radius of REGION.,0
Range Query,Pinpoint all REGION existing within a X-mile radius of LINE.,0
Range Query,Pinpoint all REGION existing within a X-mile radius of POINT.,0
Range Query,Pinpoint all REGION existing within a X-mile radius of REGION.,0
Range Query,Please list all LINE flow through the POINT.,0
Range Query,Please list all LINE flow through the REGION.,0
Range Query,Please list all the LINE pass through the LINE.,0
Range Query,Please list all the LINE pass through the POINT.,0
Range Query,Please list all the LINE pass through the REGION.,0
Range Query,Please list all the LINE that cross the LINE.,0
Range Query,Please list all the LINE that cross the REGION.,0
Range Query,Please list all the LINE that pass through the LINE.,0
Range Query,Please list all the LINE that pass through the POINT.,0
Range Query,Please list all the LINE that pass through the REGION.,0
Range Query,Please list all the LINE that run through the LINE.,0
Range Query,Please list all the LINE that run through the POINT.,0
Range Query,Please list all the LINE that run through the REGION.,0
Range Query,Please list all the POINT pass through the LINE.,0
Range Query,Please list all the POINT pass through the REGION.,0
Range Query,Please list all the POINT that pass through the LINE.,0
Range Query,Please list all the POINT that pass through the REGION.,0
Range Query,Please list all the REGION pass through the LINE.,0
Range Query,Please list all the REGION pass through the REGION.,0
Range Query,Please list all the REGION that cross the LINE.,0
Range Query,Please list all the REGION that cross the REGION.,0
Range Query,Please list all the REGION that pass through the LINE.,0
Range Query,Please list all the REGION that pass through the POINT.,0
Range Query,Please list all the REGION that pass through the REGION.,0
Range Query,Please list all the REGION that run through the LINE.,0
Range Query,Please list all the REGION that run through the REGION.,0
Range Query,Please tell me what LINE are there on LINE?,0
Range Query,Please tell me what LINE are there on REGION?,0
Range Query,Please tell me what POINT are there on LINE?,0
Range Query,Please tell me what POINT are there on REGION?,0
Range Query,Please tell me what REGION are there on LINE?,0
Range Query,Please tell me what REGION are there on REGION?,0
Range Query,Retrieve all LINE within a 500 meters of LINE.,0
Range Query,Retrieve all LINE within a 500 meters of POINT.,0
Range Query,Retrieve all LINE within a 500 meters of REGION.,0
Range Query,Retrieve all POINT within a 500 meters of LINE.,0
Range Query,Retrieve all POINT within a 500 meters of POINT.,0
Range Query,Retrieve all POINT within a 500 meters of REGION.,0
Range Query,Retrieve all REGION within a 500 meters of LINE.,0
Range Query,Retrieve all REGION within a 500 meters of POINT.,0
Range Query,Retrieve all REGION within a 500 meters of REGION.,0
Range Query,Retrieve all LINE situated within a X-mile radius of LINE.,0
Range Query,Retrieve all LINE situated within a X-mile radius of POINT.,0
Range Query,Retrieve all LINE situated within a X-mile radius of REGION.,0
Range Query,Retrieve all LINE situated within a X-mile range of LINE.,0
Range Query,Retrieve all LINE situated within a X-mile range of POINT.,0
Range Query,Retrieve all LINE situated within a X-mile range of REGION.,0
Range Query,Retrieve all POINT situated within a X-mile radius of LINE.,0
Range Query,Retrieve all POINT situated within a X-mile radius of POINT.,0
Range Query,Retrieve all POINT situated within a X-mile radius of REGION.,0
Range Query,Retrieve all POINT situated within a X-mile range of LINE.,0
Range Query,Retrieve all POINT situated within a X-mile range of POINT.,0
Range Query,Retrieve all POINT situated within a X-mile range of REGION.,0
Range Query,Retrieve all REGION situated within a X-mile radius of LINE.,0
Range Query,Retrieve all REGION situated within a X-mile radius of POINT.,0
Range Query,Retrieve all REGION situated within a X-mile radius of REGION.,0
Range Query,Retrieve all REGION situated within a X-mile range of LINE.,0
Range Query,Retrieve all REGION situated within a X-mile range of POINT.,0
Range Query,Retrieve all REGION situated within a X-mile range of REGION.,0
Range Query,Retrieve lines in LINE situated within X-kilometers range of LINE.,0
Range Query,Retrieve lines in LINE situated within X-kilometers range of POINT.,0
Range Query,Retrieve lines in LINE situated within X-kilometers range of REGION.,0
Range Query,Retrieve points in POINT situated within X-kilometers range of LINE.,0
Range Query,Retrieve points in POINT situated within X-kilometers range of POINT.,0
Range Query,Retrieve points in POINT situated within X-kilometers range of REGION.,0
Range Query,Retrieve regions in REGION situated within X-kilometers range of LINE.,0
Range Query,Retrieve regions in REGION situated within X-kilometers range of POINT.,0
Range Query,Retrieve regions in REGION situated within X-kilometers range of REGION.,0
Range Query,Reveal all LINE lots within a X-mile range of LINE.,0
Range Query,Reveal all LINE lots within a X-mile range of POINT.,0
Range Query,Reveal all LINE lots within a X-mile range of REGION.,0
Range Query,Reveal all LINE situated within a X-mile radius of LINE.,0
Range Query,Reveal all LINE situated within a X-mile radius of POINT.,0
Range Query,Reveal all LINE situated within a X-mile radius of REGION.,0
Range Query,Reveal all LINE within a X-mile range of LINE.,0
Range Query,Reveal all LINE within a X-mile range of POINT.,0
Range Query,Reveal all LINE within a X-mile range of REGION.,0
Range Query,Reveal all POINT lots within a X-mile range of LINE.,0
Range Query,Reveal all POINT lots within a X-mile range of POINT.,0
Range Query,Reveal all POINT lots within a X-mile range of REGION.,0
Range Query,Reveal all POINT situated within a X-mile radius of LINE.,0
Range Query,Reveal all POINT situated within a X-mile radius of POINT.,0
Range Query,Reveal all POINT situated within a X-mile radius of REGION.,0
Range Query,Reveal all POINT within a X-mile range of LINE.,0
Range Query,Reveal all POINT within a X-mile range of POINT.,0
Range Query,Reveal all POINT within a X-mile range of REGION.,0
Range Query,Reveal all REGION lots within a X-mile range of LINE.,0
Range Query,Reveal all REGION lots within a X-mile range of POINT.,0
Range Query,Reveal all REGION lots within a X-mile range of REGION.,0
Range Query,Reveal all REGION situated within a X-mile radius of LINE.,0
Range Query,Reveal all REGION situated within a X-mile radius of POINT.,0
Range Query,Reveal all REGION situated within a X-mile radius of REGION.,0
Range Query,Reveal all REGION within a X-mile range of LINE.,0
Range Query,Reveal all REGION within a X-mile range of POINT.,0
Range Query,Reveal all REGION within a X-mile range of REGION.,0
Range Query,Scan for all lines in LINE that are within X kilometers from LINE.,0
Range Query,Scan for all lines in LINE that are within X kilometers from POINT.,0
Range Query,Scan for all lines in LINE that are within X kilometers from REGION.,0
Range Query,Scan for all points in POINT that are within X kilometers from LINE.,0
Range Query,Scan for all points in POINT that are within X kilometers from POINT.,0
Range Query,Scan for all points in POINT that are within X kilometers from REGION.,0
Range Query,Scan for all regions in REGION that are within X kilometers from LINE.,0
Range Query,Scan for all regions in REGION that are within X kilometers from POINT.,0
Range Query,Scan for all regions in REGION that are within X kilometers from REGION.,0
Range Query,Scearch for lines in LINE situated within a X-kilometer range of LINE.,0
Range Query,Scearch for lines in LINE situated within a X-kilometer range of POINT.,0
Range Query,Scearch for lines in LINE situated within a X-kilometer range of REGION.,0
Range Query,Scearch for points in POINT situated within a X-kilometer range of LINE.,0
Range Query,Scearch for points in POINT situated within a X-kilometer range of POINT.,0
Range Query,Scearch for points in POINT situated within a X-kilometer range of REGION.,0
Range Query,Scearch for regions in REGION situated within a X-kilometer range of LINE.,0
Range Query,Scearch for regions in REGION situated within a X-kilometer range of POINT.,0
Range Query,Scearch for regions in REGION situated within a X-kilometer range of REGION.,0
Range Query,Select lines in LINE within a X km radius of LINE.,0
Range Query,Select lines in LINE within a X km radius of POINT.,0
Range Query,Select lines in LINE within a X km radius of REGION.,0
Range Query,Select points in POINT within a X km radius of LINE.,0
Range Query,Select points in POINT within a X km radius of POINT.,0
Range Query,Select points in POINT within a X km radius of REGION.,0
Range Query,Select regions in REGION within a X km radius of LINE.,0
Range Query,Select regions in REGION within a X km radius of POINT.,0
Range Query,Select regions in REGION within a X km radius of REGION.,0
Range Query,Select all LINE that are within X kilometers of LINE.,0
Range Query,Select all LINE that are within X kilometers of POINT.,0
Range Query,Select all LINE that are within X kilometers of REGION.,0
Range Query,Select all POINT that are within X kilometers of LINE.,0
Range Query,Select all POINT that are within X kilometers of POINT.,0
Range Query,Select all POINT that are within X kilometers of REGION.,0
Range Query,Select all REGION that are within X kilometers of LINE.,0
Range Query,Select all REGION that are within X kilometers of POINT.,0
Range Query,Select all REGION that are within X kilometers of REGION.,0
Range Query,Show all LINE existing within a X-mile radius of LINE.,0
Range Query,Show all LINE existing within a X-mile radius of POINT.,0
Range Query,Show all LINE existing within a X-mile radius of REGION.,0
Range Query,Show all LINE found within a X-mile radius of LINE.,0
Range Query,Show all LINE found within a X-mile radius of POINT.,0
Range Query,Show all LINE found within a X-mile radius of REGION.,0
Range Query,Show all LINE found within a X-mile range of LINE.,0
Range Query,Show all LINE found within a X-mile range of POINT.,0
Range Query,Show all LINE found within a X-mile range of REGION.,0
Range Query,Show all POINT existing within a X-mile radius of LINE.,0
Range Query,Show all POINT existing within a X-mile radius of POINT.,0
Range Query,Show all POINT existing within a X-mile radius of REGION.,0
Range Query,Show all POINT found within a X-mile radius of LINE.,0
Range Query,Show all POINT found within a X-mile radius of POINT.,0
Range Query,Show all POINT found within a X-mile radius of REGION.,0
Range Query,Show all POINT found within a X-mile range of LINE.,0
Range Query,Show all POINT found within a X-mile range of POINT.,0
Range Query,Show all POINT found within a X-mile range of REGION.,0
Range Query,Show all REGION existing within a X-mile radius of LINE.,0
Range Query,Show all REGION existing within a X-mile radius of POINT.,0
Range Query,Show all REGION existing within a X-mile radius of REGION.,0
Range Query,Show all REGION found within a X-mile radius of LINE.,0
Range Query,Show all REGION found within a X-mile radius of POINT.,0
Range Query,Show all REGION found within a X-mile radius of REGION.,0
Range Query,Show all REGION found within a X-mile range of LINE.,0
Range Query,Show all REGION found within a X-mile range of POINT.,0
Range Query,Show all REGION found within a X-mile range of REGION.,0
Range Query,Show me all lines in LINE that are X km or less from LINE.,0
Range Query,Show me all lines in LINE that are X km or less from POINT.,0
Range Query,Show me all lines in LINE that are X km or less from REGION.,0
Range Query,Show me all points in POINT that are X km or less from LINE.,0
Range Query,Show me all points in POINT that are X km or less from POINT.,0
Range Query,Show me all points in POINT that are X km or less from REGION.,0
Range Query,Show me all regions in REGION that are X km or less from LINE.,0
Range Query,Show me all regions in REGION that are X km or less from POINT.,0
Range Query,Show me all regions in REGION that are X km or less from REGION.,0
Range Query,Show me the LINE on LINE.,0
Range Query,Show me the LINE on REGION.,0
Range Query,Show me the POINT on LINE.,0
Range Query,Show me the POINT on REGION.,0
Range Query,Show me the REGION on LINE.,0
Range Query,Show me the REGION on REGION.,0
Range Query,Spot all LINE within a X-mile radius of LINE.,0
Range Query,Spot all LINE within a X-mile radius of POINT.,0
Range Query,Spot all LINE within a X-mile radius of REGION.,0
Range Query,Spot all LINE within a X-mile range of LINE.,0
Range Query,Spot all LINE within a X-mile range of POINT.,0
Range Query,Spot all LINE within a X-mile range of REGION.,0
Range Query,Spot all POINT within a X-mile radius of LINE.,0
Range Query,Spot all POINT within a X-mile radius of POINT.,0
Range Query,Spot all POINT within a X-mile radius of REGION.,0
Range Query,Spot all POINT within a X-mile range of LINE.,0
Range Query,Spot all POINT within a X-mile range of POINT.,0
Range Query,Spot all POINT within a X-mile range of REGION.,0
Range Query,Spot all REGION within a X-mile radius of LINE.,0
Range Query,Spot all REGION within a X-mile radius of POINT.,0
Range Query,Spot all REGION within a X-mile radius of REGION.,0
Range Query,Spot all REGION within a X-mile range of LINE.,0
Range Query,Spot all REGION within a X-mile range of POINT.,0
Range Query,Spot all REGION within a X-mile range of REGION.,0
Range Query,Spotlight all LINE within a X-mile radius of LINE.,0
Range Query,Spotlight all LINE within a X-mile radius of POINT.,0
Range Query,Spotlight all LINE within a X-mile radius of REGION.,0
Range Query,Spotlight all POINT within a X-mile radius of LINE.,0
Range Query,Spotlight all POINT within a X-mile radius of POINT.,0
Range Query,Spotlight all POINT within a X-mile radius of REGION.,0
Range Query,Spotlight all REGION within a X-mile radius of LINE.,0
Range Query,Spotlight all REGION within a X-mile radius of POINT.,0
Range Query,Spotlight all REGION within a X-mile radius of REGION.,0
Range Query,Survey lines in LINE found within X kilometers from LINE.,0
Range Query,Survey lines in LINE found within X kilometers from POINT.,0
Range Query,Survey lines in LINE found within X kilometers from REGION.,0
Range Query,Survey points in POINT found within X kilometers from LINE.,0
Range Query,Survey points in POINT found within X kilometers from POINT.,0
Range Query,Survey points in POINT found within X kilometers from REGION.,0
Range Query,Survey regions in REGION found within X kilometers from LINE.,0
Range Query,Survey regions in REGION found within X kilometers from POINT.,0
Range Query,Survey regions in REGION found within X kilometers from REGION.,0
Range Query,Tell me what LINE are there in LINE?,0
Range Query,Tell me what LINE are there in REGION?,0
Range Query,Tell me what POINT are there in REGION?,0
Range Query,Tell me what REGION are there in REGION?,0
Range Query,Tell me which LINE are on LINE?,0
Range Query,Tell me which LINE are on REGION?,0
Range Query,Tell me which POINT are on LINE?,0
Range Query,Tell me which POINT are on REGION?,0
Range Query,Tell me which REGION are on LINE?,0
Range Query,Tell me which REGION are on REGION?,0
Range Query,Track down all LINE located within a X-mile range of LINE.,0
Range Query,Track down all LINE located within a X-mile range of POINT.,0
Range Query,Track down all LINE located within a X-mile range of REGION.,0
Range Query,Track down all LINE within a X-mile range of LINE.,0
Range Query,Track down all LINE within a X-mile range of POINT.,0
Range Query,Track down all LINE within a X-mile range of REGION.,0
Range Query,Track down all POINT located within a X-mile range of LINE.,0
Range Query,Track down all POINT located within a X-mile range of POINT.,0
Range Query,Track down all POINT located within a X-mile range of REGION.,0
Range Query,Track down all POINT within a X-mile range of LINE.,0
Range Query,Track down all POINT within a X-mile range of POINT.,0
Range Query,Track down all POINT within a X-mile range of REGION.,0
Range Query,Track down all REGION located within a X-mile range of LINE.,0
Range Query,Track down all REGION located within a X-mile range of POINT.,0
Range Query,Track down all REGION located within a X-mile range of REGION.,0
Range Query,Track down all REGION within a X-mile range of LINE.,0
Range Query,Track down all REGION within a X-mile range of POINT.,0
Range Query,Track down all REGION within a X-mile range of REGION.,0
Range Query,Uncover all LINE within a X-mile radius of LINE.,0
Range Query,Uncover all LINE within a X-mile radius of POINT.,0
Range Query,Uncover all LINE within a X-mile radius of REGION.,0
Range Query,Uncover all LINE within a X-mile range of LINE.,0
Range Query,Uncover all LINE within a X-mile range of POINT.,0
Range Query,Uncover all LINE within a X-mile range of REGION.,0
Range Query,Uncover all POINT within a X-mile radius of LINE.,0
Range Query,Uncover all POINT within a X-mile radius of POINT.,0
Range Query,Uncover all POINT within a X-mile radius of REGION.,0
Range Query,Uncover all POINT within a X-mile range of LINE.,0
Range Query,Uncover all POINT within a X-mile range of POINT.,0
Range Query,Uncover all POINT within a X-mile range of REGION.,0
Range Query,Uncover all REGION within a X-mile radius of LINE.,0
Range Query,Uncover all REGION within a X-mile radius of POINT.,0
Range Query,Uncover all REGION within a X-mile radius of REGION.,0
Range Query,Uncover all REGION within a X-mile range of LINE.,0
Range Query,Uncover all REGION within a X-mile range of POINT.,0
Range Query,Uncover all REGION within a X-mile range of REGION.,0
Range Query,Unearth all LINE within a X-mile radius of LINE.,0
Range Query,Unearth all LINE within a X-mile radius of POINT.,0
Range Query,Unearth all LINE within a X-mile radius of REGION.,0
Range Query,Unearth all LINE within a X-mile range of LINE.,0
Range Query,Unearth all LINE within a X-mile range of POINT.,0
Range Query,Unearth all LINE within a X-mile range of REGION.,0
Range Query,Unearth all POINT within a X-mile radius of LINE.,0
Range Query,Unearth all POINT within a X-mile radius of POINT.,0
Range Query,Unearth all POINT within a X-mile radius of REGION.,0
Range Query,Unearth all POINT within a X-mile range of LINE.,0
Range Query,Unearth all POINT within a X-mile range of POINT.,0
Range Query,Unearth all POINT within a X-mile range of REGION.,0
Range Query,Unearth all REGION within a X-mile radius of LINE.,0
Range Query,Unearth all REGION within a X-mile radius of POINT.,0
Range Query,Unearth all REGION within a X-mile radius of REGION.,0
Range Query,Unearth all REGION within a X-mile range of LINE.,0
Range Query,Unearth all REGION within a X-mile range of POINT.,0
Range Query,Unearth all REGION within a X-mile range of REGION.,0
Range Query,What are the LINE on the LINE?,0
Range Query,What are the LINE on the REGION?,0
Range Query,What are the LINE that cross the LINE?,0
Range Query,What are the LINE that cross the REGION?,0
Range Query,What are the LINE that run through the LINE?,0
Range Query,What are the LINE that run through the POINT?,0
Range Query,What are the LINE that run through the REGION?,0
Range Query,What are the POINT on the LINE?,0
Range Query,What are the POINT on the REGION?,0
Range Query,What are the REGION on the LINE?,0
Range Query,What are the REGION on the REGION?,0
Range Query,What are the REGION that cross the LINE?,0
Range Query,What are the REGION that cross the REGION?,0
Range Query,What are the REGION that run through the LINE?,0
Range Query,What are the REGION that run through the REGION?,0
Range Query,What LINE are there in LINE?,0
Range Query,What LINE are there in REGION?,0
Range Query,What LINE are there on LINE?,0
Range Query,What LINE are there on REGION?,0
Range Query,What LINE cross the LINE?,0
Range Query,What LINE cross the REGION?,0
Range Query,What LINE pass by LINE?,0
Range Query,What LINE pass by POINT?,0
Range Query,What LINE pass by REGION?,0
Range Query,What POINT are there in REGION?,0
Range Query,What POINT are there on LINE?,0
Range Query,What POINT are there on REGION?,0
Range Query,What POINT pass by LINE?,0
Range Query,What POINT pass by REGION?,0
Range Query,What REGION are there in REGION?,0
Range Query,What REGION are there on LINE?,0
Range Query,What REGION are there on REGION?,0
Range Query,What REGION cross the LINE?,0
Range Query,What REGION cross the REGION?,0
Range Query,What REGION pass by LINE?,0
Range Query,What REGION pass by POINT?,0
Range Query,What REGION pass by REGION?,0
Range Query,Which LINE are on LINE?,0
Range Query,Which LINE are on REGION?,0
Range Query,Which LINE flow through the LINE?,0
Range Query,Which LINE flow through the REGION?,0
Range Query,Which LINE intersect the LINE?,0
Range Query,Which LINE intersect the POINT?,0
Range Query,Which LINE intersect the REGION?,0
Range Query,Which LINE pass through the LINE?,0
Range Query,Which LINE pass through the POINT?,0
Range Query,Which LINE pass through the REGION?,0
Range Query,Which POINT are on REGION?,0
Range Query,Which POINT does the LINE flow through?,0
Range Query,Which POINT does the LINE go through?,0
Range Query,Which POINT intersect the LINE?,0
Range Query,Which POINT intersect the REGION?,0
Range Query,Which POINT pass through the LINE?,0
Range Query,Which POINT pass through the REGION?,0
Range Query,Which REGION are on REGION?,0
Range Query,Which REGION does the LINE flow through?,0
Range Query,Which REGION intersect the LINE?,0
Range Query,Which REGION intersect the POINT?,0
Range Query,Which REGION intersect the REGION?,0
Range Query,Which REGION pass through the LINE?,0
Range Query,Which REGION pass through the REGION?,0
Spatial Join Query,Can you tell me what are the LINE on REGION whose name starts with the letter *?,0
Spatial Join Query,Can you tell me what are the POINT on REGION whose name starts with the letter *?,0
Spatial Join Query,Can you tell me what are the REGION on REGION whose name starts with the letter *?,0
Spatial Join Query,Can you tell me which LINE are in each neighborhood in REGION?,0
Spatial Join Query,Can you tell me which LINE are in the neighborhoods in REGION?,0
Spatial Join Query,Can you tell me which LINE are in the neighborhoods whose names end with the letter * in REGION?,1
Spatial Join Query,Can you tell me which LINE are in the neighborhoods whose names start with the letter * in REGION?,1
Spatial Join Query,Can you tell me which POINT are in each neighborhood in REGION?,0
Spatial Join Query,Can you tell me which POINT are in the neighborhoods in REGION?,0
Spatial Join Query,Can you tell me which POINT are in the neighborhoods whose names end with the letter * in REGION?,1
