cat,query,relations,entities
Nearest Neighbor Query,Can you recommend the nearest strassen to Gedenkstätte Plötzensee?,['strassen'],['Gedenkstätte Plötzensee']
Nearest Neighbor Query,Select the closest point to Kneipen within Wuhlheide.,['Kneipen'],['Wuhlheide']
Nearest Neighbor Query,Can you recommend the nearest Flaechen to Platz der Luftbrücke?,['Flaechen'],['Platz der Luftbrücke']
Nearest Neighbor Query,Can you tell me the 1 nearest Faehren to Flughafen Berlin-Schönefeld?,['Faehren'],['Flughafen Berlin-Schönefeld']
Nearest Neighbor Query,Determine the nearest line in RBahn relative to Puvogel.,['RBahn'],['Puvogel']
Nearest Neighbor Query,Zoom in on the nearest point in RBahnhof from Uhlandstr. (Rosenthal).,['RBahnhof'],['Uhlandstr. (Rosenthal)']
Nearest Neighbor Query,Find the closest WFlaechen to Hammer - Liebenthal.,['WFlaechen'],['Hammer - Liebenthal']
Nearest Neighbor Query,Retrieve the nearest line within Landstrassen compared to Marienhöhe.,['Landstrassen'],['Marienhöhe']
Nearest Neighbor Query,Please tell me where is the nearest Orte2 to Neuwarper See.,['Orte2'],['Neuwarper See']
Nearest Neighbor Query,Locate the closest Sehenswuerdreg to Bellevuepark.,['Sehenswuerdreg'],['Bellevuepark']
Nearest Neighbor Query,Select the nearest region in Sehenswuerdreg to Hallesches Ufer.,['Sehenswuerdreg'],['Hallesches Ufer']
Nearest Neighbor Query,Please find the 3 nearest RBahn to Breitenbachplatz.,['RBahn'],['Breitenbachplatz']
Nearest Neighbor Query,Find the closest 3 Kneipen in the neighborhood of Villa Borsig.,['Kneipen'],['Villa Borsig']
Nearest Neighbor Query,Can you tell me the 5 closest Flaechen to Baumschulenstr.?,['Flaechen'],['Baumschulenstr.']
Nearest Neighbor Query,List the 4 closest UBahnhof near Dänische Wiek.,['UBahnhof'],['Dänische Wiek']
Nearest Neighbor Query,Please tell me the 2 RBahn closest to Medienstadt Babelsberg.,['RBahn'],['Medienstadt Babelsberg']
Nearest Neighbor Query,List the 3 RBahnhof closest to Weinbergstr. (Eberswalde).,['RBahnhof'],['Weinbergstr. (Eberswalde)']
Nearest Neighbor Query,Can you recommend the 3 nearest Wasserumland2 to Alt-Kladow?,['Wasserumland2'],['Alt-Kladow']
Nearest Neighbor Query,Find the 1 closest WFlaechen to Ostritz.,['WFlaechen'],['Ostritz']
Nearest Neighbor Query,Which is the nearest OrteCity to Treplin - Alt Zeschdorf?,['OrteCity'],['Treplin - Alt Zeschdorf']
Nearest Neighbor Query,What is the nearest WStrassen to Wilskistr.?,['WStrassen'],['Wilskistr.']
Nearest Neighbor Query,List the 1 Flaechen closest to Battin - Bagemühl.,['Flaechen'],['Battin - Bagemühl']
Nearest Neighbor Query,Find out which WFlaechen is the closest to Marienthal.,['WFlaechen'],['Marienthal']
Nearest Neighbor Query,Find out which Plaetze is the closest to Langengrassau.,['Plaetze'],['Langengrassau']
Nearest Neighbor Query,Delineate the closest line to WFlaechen within Bürgerstr. (Britz).,['WFlaechen'],['Bürgerstr. (Britz)']
Nearest Neighbor Query,Provide details of the 1 closest UBahn to Longwang mountain scenic spot.,['UBahn'],['Longwang mountain scenic spot']
Nearest Neighbor Query,Find out the 3 Wasserumland2 closest to Berliner Str. (B1) (Potsdam).,['Wasserumland2'],['Berliner Str. (B1) (Potsdam)']
Nearest Neighbor Query,List the 1 SBahn closest to Buchholz - Steinhöfel.,['SBahn'],['Buchholz - Steinhöfel']
Nearest Neighbor Query,Identify the closest Restaurants to Basdorf - Zühlsdorf.,['Restaurants'],['Basdorf - Zühlsdorf']
Nearest Neighbor Query,Locate the closest region in Flaechen near Karl-Liebknecht-Str. (B115) (Cottbus).,['Flaechen'],['Karl-Liebknecht-Str. (B115) (Cottbus)']
Nearest Neighbor Query,Determine the nearest point in poi relative to Berliner Stadtforst Köpenick.,['poi'],['Berliner Stadtforst Köpenick']
Nearest Neighbor Query,Find the nearest region in Sehenswuerdreg to Fahrenwalde - Carmzow.,['Sehenswuerdreg'],['Fahrenwalde - Carmzow']
Nearest Neighbor Query,Pinpoint the closest point in Kinos relative to Tavola Calda.,['Kinos'],['Tavola Calda']
Nearest Neighbor Query,List the 4 Wasserumland2 closest to Adamswalde.,['Wasserumland2'],['Adamswalde']
Nearest Neighbor Query,Select the nearest point in Restaurants to Xiangshan Road.,['Restaurants'],['Xiangshan Road']
Nearest Neighbor Query,What are the 2 poi closest to Berliner Stadtforst Köpenick?,['poi'],['Berliner Stadtforst Köpenick']
Nearest Neighbor Query,"Get the closest point near Wasserumland2 in Elsenstr. (Neukölln, Treptow).",['Wasserumland2'],"['Elsenstr. (Neukölln, Treptow)']"
Nearest Neighbor Query,Provide information about the 1 closest WStrassen to Volkspark Mariendorf.,['WStrassen'],['Volkspark Mariendorf']
Nearest Neighbor Query,Find out the 4 road closest to Wildenbruchplatz.,['road'],['Wildenbruchplatz']
Nearest Neighbor Query,Delineate the closest region to Kneipen within Liebesinsel.,['Kneipen'],['Liebesinsel']
Nearest Neighbor Query,Please tell me where is the nearest Landstrassen2 to Neheimer Str..,['Landstrassen2'],['Neheimer Str.']
Nearest Neighbor Query,Can you recommend the nearest WFlaechen to Strausberg?,['WFlaechen'],['Strausberg']
Nearest Neighbor Query,"Select the nearest point in Restaurants to RE1,RB46,RB49.",['Restaurants'],"['RE1,RB46,RB49']"
Nearest Neighbor Query,Highlight the nearest line in Landstrassen to Schönwalde.,['Landstrassen'],['Schönwalde']
Nearest Neighbor Query,List the 5 closest Sehenswuerdpoi near Escheburg.,['Sehenswuerdpoi'],['Escheburg']
Nearest Neighbor Query,Find the closest point to WFlaechen within Gröditz.,['WFlaechen'],['Gröditz']
Nearest Neighbor Query,List the 5 closest WFlaechen near Nalepastr..,['WFlaechen'],['Nalepastr.']
Nearest Neighbor Query,Provide details of the 4 closest Sehenswuerdreg to Dammbrücke.,['Sehenswuerdreg'],['Dammbrücke']
Nearest Neighbor Query,Find the 4 closest SBahnhof to Oberbaumbrücke.,['SBahnhof'],['Oberbaumbrücke']
Nearest Neighbor Query,Find out the 2 poi closest to Buchs.,['poi'],['Buchs']
Nearest Neighbor Query,Please tell me the 4 nearest WStrassen near Teltower Str. (Spandau)?,['WStrassen'],['Teltower Str. (Spandau)']
Nearest Neighbor Query,Provide information about the 1 closest Flaechen to Prenzlauer Promenade.,['Flaechen'],['Prenzlauer Promenade']
Nearest Neighbor Query,Find the closest Kinos to (Ullsteinstr. - Am Teltowkanal).,['Kinos'],['(Ullsteinstr. - Am Teltowkanal)']
Nearest Neighbor Query,Find the closest poi to Museum für Naturkunde.,['poi'],['Museum für Naturkunde']
Nearest Neighbor Query,Show me the 5 closest Faehren to Buschbeck's.,['Faehren'],"[""Buschbeck's""]"
Nearest Neighbor Query,Find out the 4 Wasserumland2 closest to Eythstr..,['Wasserumland2'],['Eythstr.']
Nearest Neighbor Query,Delineate the closest region to OrteCity within Reichstag.,['OrteCity'],['Reichstag']
Nearest Neighbor Query,Pinpoint the closest region in WFlaechen relative to Brieselang.,['WFlaechen'],['Brieselang']
Nearest Neighbor Query,Zoom in on the closest point in OrteCity from Fennsee.,['OrteCity'],['Fennsee']
Nearest Neighbor Query,Determine the closest RBahn to südl. des Pätzer Hintersees.,['RBahn'],['südl. des Pätzer Hintersees']
Nearest Neighbor Query,What are the 5 RBahnhof closest to Osteria No. 1?,['RBahnhof'],['Osteria No. 1']
Nearest Neighbor Query,Please find the 1 nearest Plaetze to Haus Bethanien.,['Plaetze'],['Haus Bethanien']
Nearest Neighbor Query,Find the closest region to Sehenswuerdreg within St. Hedwigs-Kathedrale.,['Sehenswuerdreg'],['St. Hedwigs-Kathedrale']
Nearest Neighbor Query,Please find the 5 nearest Flaechen to Selbitzer Str..,['Flaechen'],['Selbitzer Str.']
Nearest Neighbor Query,Snapshot the nearest line in SBahn to Gesundbrunnen.,['SBahn'],['Gesundbrunnen']
Nearest Neighbor Query,Select the nearest region in Flaechen to Schollenkrug.,['Flaechen'],['Schollenkrug']
Nearest Neighbor Query,Find the 3 closest SBahnhof to Friedrichsbrücke.,['SBahnhof'],['Friedrichsbrücke']
Nearest Neighbor Query,Show me the closest Sehenswuerdreg to Dittersbacher Weg.,['Sehenswuerdreg'],['Dittersbacher Weg']
Nearest Neighbor Query,Can you tell me the 2 nearest SBahnhof to Pingdingshan Road?,['SBahnhof'],['Pingdingshan Road']
Nearest Neighbor Query,Which PLZBoundaries are the 4 closest to (Koserow)?,['PLZBoundaries'],['(Koserow)']
Nearest Neighbor Query,Please find the 4 closest RBahnhof to Richard-Wagner-Platz.,['RBahnhof'],['Richard-Wagner-Platz']
Nearest Neighbor Query,Highlight the nearest region in Sehenswuerdreg to Barcomi's Kaffeerösterei.,['Sehenswuerdreg'],"[""Barcomi's Kaffeerösterei""]"
Nearest Neighbor Query,Can you tell me the 2 nearest Flaechen to Motzstr.?,['Flaechen'],['Motzstr.']
Nearest Neighbor Query,Can you tell me the 2 nearest Landstrassen2 to Universitätsklinikum Rudolf Virchow?,['Landstrassen2'],['Universitätsklinikum Rudolf Virchow']
Nearest Neighbor Query,Select the nearest region in Sehenswuerdreg to Podbielskiallee.,['Sehenswuerdreg'],['Podbielskiallee']
Nearest Neighbor Query,Identify the closest Flaechen to Halemweg.,['Flaechen'],['Halemweg']
Nearest Neighbor Query,Retrieve the nearest point within RBahnhof compared to Haldensleben.,['RBahnhof'],['Haldensleben']
Nearest Neighbor Query,Provide information about the 5 closest Wasserumland2 to Pratau.,['Wasserumland2'],['Pratau']
Nearest Neighbor Query,Find out which SBahnhof is the closest to Johannisberger Str..,['SBahnhof'],['Johannisberger Str.']
Nearest Neighbor Query,Please tell me the 4 nearest Wasserumland2 to this Berlin-Lichtenberg.,['Wasserumland2'],['Berlin-Lichtenberg']
Nearest Neighbor Query,Locate the 2 closest OrteCity to Baggersee Biesdorf.,['OrteCity'],['Baggersee Biesdorf']
Nearest Neighbor Query,Delineate the closest region to WFlaechen within Bodemuseum.,['WFlaechen'],['Bodemuseum']
Nearest Neighbor Query,Please tell me the 5 Landstrassen closest to UCI Kinowelt Gropius Passagen.,['Landstrassen'],['UCI Kinowelt Gropius Passagen']
Nearest Neighbor Query,Identify the closest point in OrteCity from Ty Breizh.,['OrteCity'],['Ty Breizh']
Nearest Neighbor Query,Can you tell me the nearest Sehenswuerdreg to Dongda Road?,['Sehenswuerdreg'],['Dongda Road']
Nearest Neighbor Query,Find out the 5 Kneipen closest to Pankow.,['Kneipen'],['Pankow']
Nearest Neighbor Query,What are the 5 Landstrassen2 closest to Paul-Löbe-Haus?,['Landstrassen2'],['Paul-Löbe-Haus']
Nearest Neighbor Query,Highlight the nearest region to UBahn in Wilhelm-Foerster-Sternwarte.,['UBahn'],['Wilhelm-Foerster-Sternwarte']
Nearest Neighbor Query,What is the closest RBahn to (?) (Werder)?,['RBahn'],['(?) (Werder)']
Nearest Neighbor Query,List the 4 PLZBoundaries that are closest to Franz-Mehring-Platz.,['PLZBoundaries'],['Franz-Mehring-Platz']
Nearest Neighbor Query,Show me the closest line in PLZBoundaries from Volkspark Humboldthain.,['PLZBoundaries'],['Volkspark Humboldthain']
Nearest Neighbor Query,Which is the nearest Sehenswuerdpoi2 to Freiherr-vom-Stein-Str. (Schöneberg)?,['Sehenswuerdpoi2'],['Freiherr-vom-Stein-Str. (Schöneberg)']
Nearest Neighbor Query,Zoom in on the nearest point in Sehenswuerdpoi2 from Stadtmitte (U2).,['Sehenswuerdpoi2'],['Stadtmitte (U2)']
Nearest Neighbor Query,Find the nearest point in Restaurants near B107.,['Restaurants'],['B107']
Nearest Neighbor Query,Can you recommend the 1 closest Orte2 to Lietzensee?,['Orte2'],['Lietzensee']
Nearest Neighbor Query,Can you recommend the nearest UBahn to Goethepark?,['UBahn'],['Goethepark']
Nearest Neighbor Query,Which are the 4 WFlaechen closest to Universitäts-Bibliothek?,['WFlaechen'],['Universitäts-Bibliothek']
Nearest Neighbor Query,Locate the 1 nearest Flaechen to Le Caveau im Ratskeller Reinickendorf.,['Flaechen'],['Le Caveau im Ratskeller Reinickendorf']
Nearest Neighbor Query,Find out which poi is the closest to Straßenbahn.,['poi'],['Straßenbahn']
Nearest Neighbor Query,Find the nearest point in Orte2 to Warschauer Str..,['Orte2'],['Warschauer Str.']
Nearest Neighbor Query,Get the closest point near Flaechen in Butzer See.,['Flaechen'],['Butzer See']
Nearest Neighbor Query,What is the nearest Restaurants to Heiligenseestr.?,['Restaurants'],['Heiligenseestr.']
Nearest Neighbor Query,Pinpoint the closest region in Sehenswuerdreg relative to Selenthin.,['Sehenswuerdreg'],['Selenthin']
Nearest Neighbor Query,Find the closest Sehenswuerdreg to Sidney Café.,['Sehenswuerdreg'],['Sidney Café']
Nearest Neighbor Query,Please tell me the 4 nearest Restaurants near Havel?,['Restaurants'],['Havel']
Nearest Neighbor Query,Select the closest region in Flaechen to Rehwiese.,['Flaechen'],['Rehwiese']
Nearest Neighbor Query,Show me the closest Landstrassen2 to Mark Brandenburg.,['Landstrassen2'],['Mark Brandenburg']
Nearest Neighbor Query,List the 3 Orte2 that are closest to Glockenturm.,['Orte2'],['Glockenturm']
Nearest Neighbor Query,Delineate the closest line to RBahn within Jiqingmen Street.,['RBahn'],['Jiqingmen Street']
Nearest Neighbor Query,Please tell me the 1 nearest UBahnhof to this Elcknerplatz.,['UBahnhof'],['Elcknerplatz']
Nearest Neighbor Query,What is the closest RBahnhof to Sandower Str. (Cottbus)?,['RBahnhof'],['Sandower Str. (Cottbus)']
Nearest Neighbor Query,Get the closest line near strassen in Bahnhofstr. (Bernau).,['strassen'],['Bahnhofstr. (Bernau)']
Nearest Neighbor Query,Highlight the nearest point in Kneipen to Malchower See.,['Kneipen'],['Malchower See']
Nearest Neighbor Query,Can you tell me the nearest WFlaechen to Diemitz - Schwarz?,['WFlaechen'],['Diemitz - Schwarz']
Nearest Neighbor Query,Which is the nearest road to Rotes Rathaus?,['road'],['Rotes Rathaus']
Nearest Neighbor Query,Show me the closest Sehenswuerdreg to Gaogu Road.,['Sehenswuerdreg'],['Gaogu Road']
Nearest Neighbor Query,Can you recommend the 4 nearest RBahnhof to UFA-Arthouse Die Kurbel?,['RBahnhof'],['UFA-Arthouse Die Kurbel']
Nearest Neighbor Query,Show me the 1 nearest Wasserumland2 to Tailong Road.,['Wasserumland2'],['Tailong Road']
Nearest Neighbor Query,Please tell me the 1 UBahnhof closest to Buddestr. (Tegel).,['UBahnhof'],['Buddestr. (Tegel)']
Nearest Neighbor Query,Please find the 3 WFlaechen nearest Britzer Garten.,['WFlaechen'],['Britzer Garten']
Nearest Neighbor Query,List the 3 WStrassen that are closest to Friesack - Wagenitz.,['WStrassen'],['Friesack - Wagenitz']
Nearest Neighbor Query,Locate the closest line in strassen near Der Obersee.,['strassen'],['Der Obersee']
Nearest Neighbor Query,What is the closest WFlaechen to Zitz?,['WFlaechen'],['Zitz']
Nearest Neighbor Query,Find the closest region to WStrassen within Prinz-Friedrich-Leopold-Kanal.,['WStrassen'],['Prinz-Friedrich-Leopold-Kanal']
Nearest Neighbor Query,Locate the closest Flaechen to Hohenleipisch.,['Flaechen'],['Hohenleipisch']
Nearest Neighbor Query,Locate the nearest Kneipen to Steinplatz (Köpenick).,['Kneipen'],['Steinplatz (Köpenick)']
Nearest Neighbor Query,What are the 2 closest Faehren to Gummlin?,['Faehren'],['Gummlin']
Nearest Neighbor Query,Select the closest point in Kneipen to Jenaer Str. (Hellersdorf).,['Kneipen'],['Jenaer Str. (Hellersdorf)']
Nearest Neighbor Query,Select the closest region to poi within Columbiahalle.,['poi'],['Columbiahalle']
Nearest Neighbor Query,Can you tell me the 5 closest poi to Café Maroc?,['poi'],['Café Maroc']
Nearest Neighbor Query,Select the nearest region in WFlaechen to Klinge.,['WFlaechen'],['Klinge']
Nearest Neighbor Query,Can you tell me the 5 nearest Sehenswuerdreg to Bernauer Str. (Lichtenrade)?,['Sehenswuerdreg'],['Bernauer Str. (Lichtenrade)']
Nearest Neighbor Query,Determine the closest Landstrassen2 to Stadtpark Steglitz.,['Landstrassen2'],['Stadtpark Steglitz']
Nearest Neighbor Query,Find the 1 closest road to Volkspark Mariendorf.,['road'],['Volkspark Mariendorf']
Nearest Neighbor Query,Identify the closest region in Flaechen from India.,['Flaechen'],['India']
Nearest Neighbor Query,Locate the 3 closest Landstrassen2 to Stadtbibliothek.,['Landstrassen2'],['Stadtbibliothek']
Nearest Neighbor Query,Can you recommend the 5 closest RBahn to Mao Thai?,['RBahn'],['Mao Thai']
Nearest Neighbor Query,Please tell me the 2 nearest Flaechen to this Krankenhaus Am Urban.,['Flaechen'],['Krankenhaus Am Urban']
Nearest Neighbor Query,Identify the closest line in UBahn from Herrensee.,['UBahn'],['Herrensee']
Nearest Neighbor Query,What are the 2 closest Sehenswuerdpoi to Rummelsburger See?,['Sehenswuerdpoi'],['Rummelsburger See']
Nearest Neighbor Query,Select the closest point in RBahnhof to Villa Borsig.,['RBahnhof'],['Villa Borsig']
Nearest Neighbor Query,What are the 4 closest UBahnhof to Wittenau?,['UBahnhof'],['Wittenau']
Nearest Neighbor Query,List the 3 WFlaechen closest to Landschaftspark Wuhletal.,['WFlaechen'],['Landschaftspark Wuhletal']
Nearest Neighbor Query,Please find the 1 nearest road to Deutschlandhalle.,['road'],['Deutschlandhalle']
Nearest Neighbor Query,Snapshot the nearest point in RBahnhof to Soorstr..,['RBahnhof'],['Soorstr.']
Nearest Neighbor Query,Find the closest region to Flaechen within Der Insulaner.,['Flaechen'],['Der Insulaner']
Nearest Neighbor Query,Can you recommend the 1 nearest Sehenswuerdreg to Herthastr. (Grunewald)?,['Sehenswuerdreg'],['Herthastr. (Grunewald)']
Nearest Neighbor Query,What are the 4 closest WFlaechen to Longquan Temple?,['WFlaechen'],['Longquan Temple']
Nearest Neighbor Query,Find the closest 5 Faehren in the neighborhood of Zingst.,['Faehren'],['Zingst']
Nearest Neighbor Query,Find the nearest point in Sehenswuerdpoi2 to Haus Zenner.,['Sehenswuerdpoi2'],['Haus Zenner']
Nearest Neighbor Query,Can you recommend the 3 nearest road to Ferch-Lienewitz?,['road'],['Ferch-Lienewitz']
Nearest Neighbor Query,Retrieve the nearest line within Wasserumland2 compared to Rudolph-Wilde-Park.,['Wasserumland2'],['Rudolph-Wilde-Park']
Nearest Neighbor Query,Can you tell me the 1 nearest Sehenswuerdpoi2 to Elend?,['Sehenswuerdpoi2'],['Elend']
Nearest Neighbor Query,Snapshot the nearest region in Sehenswuerdreg to Amerika-Haus.,['Sehenswuerdreg'],['Amerika-Haus']
Nearest Neighbor Query,What are the 3 road closest to Pfingstberg?,['road'],['Pfingstberg']
Nearest Neighbor Query,Pinpoint the closest line in UBahn relative to Velodrom (Berlin Arena).,['UBahn'],['Velodrom (Berlin Arena)']
Nearest Neighbor Query,Delineate the closest point to Sehenswuerdreg within Sabu-Ro.,['Sehenswuerdreg'],['Sabu-Ro']
Nearest Neighbor Query,Identify the closest road to Blankenfelder Weg (Glasow).,['road'],['Blankenfelder Weg (Glasow)']
Nearest Neighbor Query,Pinpoint the closest point in SBahnhof relative to Aalemannufer.,['SBahnhof'],['Aalemannufer']
Nearest Neighbor Query,Find the nearest line in Landstrassen2 near Sacrower Lanke.,['Landstrassen2'],['Sacrower Lanke']
Nearest Neighbor Query,Retrieve the nearest line within UBahn compared to St. Hedwigs-Kathedrale.,['UBahn'],['St. Hedwigs-Kathedrale']
Nearest Neighbor Query,What is the closest WStrassen to Rudolf-Breitscheid-Str. (Falkensee)?,['WStrassen'],['Rudolf-Breitscheid-Str. (Falkensee)']
Nearest Neighbor Query,Can you tell me the 5 nearest Landstrassen to Herthasee?,['Landstrassen'],['Herthasee']
Nearest Neighbor Query,Select the nearest line in Faehren to Zwölf Apostel - Friedrichshain.,['Faehren'],['Zwölf Apostel - Friedrichshain']
Nearest Neighbor Query,Which is the nearest WFlaechen to April?,['WFlaechen'],['April']
Nearest Neighbor Query,Can you recommend the nearest Sehenswuerdreg to Malheur?,['Sehenswuerdreg'],['Malheur']
Nearest Neighbor Query,Find the 2 nearest Sehenswuerdreg to Longcheng Road.,['Sehenswuerdreg'],['Longcheng Road']
Nearest Neighbor Query,Which WFlaechen are the 5 closest to Jiankang Road?,['WFlaechen'],['Jiankang Road']
Nearest Neighbor Query,List the 3 Sehenswuerdreg that are closest to Phoenix Lounge.,['Sehenswuerdreg'],['Phoenix Lounge']
Nearest Neighbor Query,"Please tell me the nearest Sehenswuerdreg to this Tempelhofer Weg (Britz, Tempelhof).",['Sehenswuerdreg'],"['Tempelhofer Weg (Britz, Tempelhof)']"
Nearest Neighbor Query,Please tell me the 3 nearest RBahn to this Fröhden|b. Markendorf.,['RBahn'],['Fröhden|b. Markendorf']
Nearest Neighbor Query,Find the 3 nearest Restaurants to Berlin-Spandau.,['Restaurants'],['Berlin-Spandau']
Nearest Neighbor Query,Please find the 2 nearest UBahn to Marienhöhe.,['UBahn'],['Marienhöhe']
Nearest Neighbor Query,Locate the nearest SBahn to Tierpark Friedrichsfelde.,['SBahn'],['Tierpark Friedrichsfelde']
Nearest Neighbor Query,List the 3 Sehenswuerdreg that are closest to Ansbacher Str..,['Sehenswuerdreg'],['Ansbacher Str.']
Nearest Neighbor Query,Find out the 5 Kinos closest to Villa Borsig.,['Kinos'],['Villa Borsig']
Nearest Neighbor Query,Please tell me where is the nearest Landstrassen2 to Teufelssee.,['Landstrassen2'],['Teufelssee']
Nearest Neighbor Query,Determine the closest line in Faehren relative to Hauptstr. (Schöneberg).,['Faehren'],['Hauptstr. (Schöneberg)']
Nearest Neighbor Query,Please tell me the 1 nearest RBahn to this Memory I.,['RBahn'],['Memory I']
Nearest Neighbor Query,What are the 5 poi closest to Schlesischer Busch?,['poi'],['Schlesischer Busch']
Nearest Neighbor Query,Can you recommend the nearest SBahn to Prorer Wiek?,['SBahn'],['Prorer Wiek']
Nearest Neighbor Query,Pinpoint the closest region in Sehenswuerdreg relative to Böcklerpark.,['Sehenswuerdreg'],['Böcklerpark']
Nearest Neighbor Query,Focus on the closest line in UBahn from Freilichtbühne Wuhlheide.,['UBahn'],['Freilichtbühne Wuhlheide']
Nearest Neighbor Query,Find out the 2 Kinos closest to Ty Breizh.,['Kinos'],['Ty Breizh']
Nearest Neighbor Query,Please tell me the 4 nearest PLZBoundaries near Martin-Gropius-Bau?,['PLZBoundaries'],['Martin-Gropius-Bau']
Nearest Neighbor Query,Locate the closest region in Flaechen near Bundesrat (?).,['Flaechen'],['Bundesrat (?)']
Nearest Neighbor Query,Find out the 2 Sehenswuerdreg closest to Moldenhütten.,['Sehenswuerdreg'],['Moldenhütten']
Nearest Neighbor Query,Zoom in on the closest line in WStrassen from Ostseebad Wustrow.,['WStrassen'],['Ostseebad Wustrow']
Nearest Neighbor Query,Please tell me where is the nearest UBahnhof to Arnikaweg.,['UBahnhof'],['Arnikaweg']
Nearest Neighbor Query,Determine the nearest point in RBahnhof relative to Schwante.,['RBahnhof'],['Schwante']
Nearest Neighbor Query,Highlight the nearest line in Wasserumland2 to Pflügerstr..,['Wasserumland2'],['Pflügerstr.']
Nearest Neighbor Query,Focus on the closest region in Flaechen from Waldowstr. (Reinickendorf).,['Flaechen'],['Waldowstr. (Reinickendorf)']
Nearest Neighbor Query,Snapshot the nearest region in WFlaechen to Casablanca.,['WFlaechen'],['Casablanca']
Nearest Neighbor Query,Find the closest 1 RBahn in the neighborhood of (Müggelpark).,['RBahn'],['(Müggelpark)']
Nearest Neighbor Query,Select the closest point in Sehenswuerdpoi to Peppino.,['Sehenswuerdpoi'],['Peppino']
Nearest Neighbor Query,Can you recommend the nearest Landstrassen to Tongxin Road?,['Landstrassen'],['Tongxin Road']
Nearest Neighbor Query,What is the nearest Orte2 to Theater des Westens?,['Orte2'],['Theater des Westens']
Nearest Neighbor Query,Please tell me the 5 nearest Kneipen to this Butzer See.,['Kneipen'],['Butzer See']
Nearest Neighbor Query,Find out the 1 Faehren closest to U8.,['Faehren'],['U8']
Nearest Neighbor Query,Find the closest 5 road in the neighborhood of Gedenkstätte Haus d. Wanseekonferenz.,['road'],['Gedenkstätte Haus d. Wanseekonferenz']
Nearest Neighbor Query,List the 5 Restaurants closest to Sticks.,['Restaurants'],['Sticks']
Nearest Neighbor Query,Get the closest point near Sehenswuerdreg in Volkspark Anton Saefkow.,['Sehenswuerdreg'],['Volkspark Anton Saefkow']
Nearest Neighbor Query,List the 2 closest Faehren near Altstadt Spandau.,['Faehren'],['Altstadt Spandau']
Nearest Neighbor Query,Select the nearest region in Flaechen to Adalbertstr..,['Flaechen'],['Adalbertstr.']
Nearest Neighbor Query,Locate the 5 closest Landstrassen to Ystader Str..,['Landstrassen'],['Ystader Str.']
Nearest Neighbor Query,Locate the 1 closest PLZBoundaries to Hegelplatz.,['PLZBoundaries'],['Hegelplatz']
Nearest Neighbor Query,Retrieve the nearest region within Flaechen compared to Ruhlebener Altarm.,['Flaechen'],['Ruhlebener Altarm']
Nearest Neighbor Query,Find out which Faehren is the closest to Alberts.,['Faehren'],['Alberts']
Nearest Neighbor Query,Snapshot the nearest point in UBahnhof to Bauhaus-Archiv.,['UBahnhof'],['Bauhaus-Archiv']
Nearest Neighbor Query,Find the 3 nearest PLZBoundaries to Great Stone Bridge.,['PLZBoundaries'],['Great Stone Bridge']
Nearest Neighbor Query,Please find the 5 SBahnhof nearest Kanzleramt.,['SBahnhof'],['Kanzleramt']
Nearest Neighbor Query,Find the closest 1 Flaechen in the neighborhood of Röddelinsee.,['Flaechen'],['Röddelinsee']
Nearest Neighbor Query,List the 3 Landstrassen that are closest to Knoblauch - Hoppenrade.,['Landstrassen'],['Knoblauch - Hoppenrade']
Nearest Neighbor Query,Select the closest point to SBahn within UFA-Marmorhaus Berlin.,['SBahn'],['UFA-Marmorhaus Berlin']
Nearest Neighbor Query,Locate the 5 nearest Sehenswuerdreg to Palast der Republik.,['Sehenswuerdreg'],['Palast der Republik']
Nearest Neighbor Query,Please find the 5 closest UBahnhof to Dannenwalde - Blumenow.,['UBahnhof'],['Dannenwalde - Blumenow']
Nearest Neighbor Query,Retrieve the nearest region within WFlaechen compared to Schloß Pfaueninsel.,['WFlaechen'],['Schloß Pfaueninsel']
Nearest Neighbor Query,Retrieve the nearest line within WStrassen compared to Hermannstr..,['WStrassen'],['Hermannstr.']
Nearest Neighbor Query,Can you recommend the nearest UBahnhof to Prohn?,['UBahnhof'],['Prohn']
Nearest Neighbor Query,Can you tell me the 4 nearest SBahn to Lindenberg|Kolzenburg?,['SBahn'],['Lindenberg|Kolzenburg']
Nearest Neighbor Query,Identify the closest Faehren to Spandauer See-Brücke.,['Faehren'],['Spandauer See-Brücke']
Nearest Neighbor Query,Can you tell me the 5 nearest road to Dahua International Travel Agency?,['road'],['Dahua International Travel Agency']
Nearest Neighbor Query,Select the nearest line in UBahn to Deutschlandhalle.,['UBahn'],['Deutschlandhalle']
Nearest Neighbor Query,Please find the 2 WFlaechen nearest Löwenberg (Mark) Dorf.,['WFlaechen'],['Löwenberg (Mark) Dorf']
Nearest Neighbor Query,Identify the closest Landstrassen to Gräningen - Möthlow.,['Landstrassen'],['Gräningen - Möthlow']
Nearest Neighbor Query,Zoom in on the closest point in Kneipen from Berliner Str. (Blankenfelde).,['Kneipen'],['Berliner Str. (Blankenfelde)']
Nearest Neighbor Query,Which are the 2 Restaurants closest to Bali Kino?,['Restaurants'],['Bali Kino']
Nearest Neighbor Query,Zoom in on the closest point in Restaurants from Fahrenwalde.,['Restaurants'],['Fahrenwalde']
Nearest Neighbor Query,Show me the closest region in Flaechen from Feinbeckerei.,['Flaechen'],['Feinbeckerei']
Nearest Neighbor Query,Locate the 4 closest Sehenswuerdpoi to Rehwiese.,['Sehenswuerdpoi'],['Rehwiese']
